affections	923
affects	3525
affidavit	973
affidavits	299
affiliate	234
affiliated	527
affiliates	184
affiliation	348
affiliations	220
affinity	577
affirm	453
affirmation	315
affirmative	2907
affirmed	128
affirming	141
affleck	319
afflicted	789
affliction	807
afflictions	141
affluence	126
affluent	394
afford	29290
affordable	838
afforded	474
affords	212
affraid	269
affront	472
afghan	1482
afghani	210
afghanistan	5946
afghans	335
aficionado	194
afield	216
afire	293
afis	385
aflame	295
afloat	1117
afoot	624
afore	280
aforementioned	348
afraid	168774
afresh	441
africa	18950
african	7322
africans	1054
afrikaans	145
afro	531
aft	1253
after	572761
afterall	199
afterglow	138
afterlife	2115
aftermath	862
afternoon	59466
afternoons	1180
aftershave	583
aftershock	164
aftertaste	205
afterthat	202
afterthe	317
afterthought	201
afterward	1417
afterwards	13540
afteryou	166
ag	868
aga	411
again	590019
against	165033
agamemnon	345
agarwal	153
agasshi	117
agassi	145
agata	362
agatha	2195
agathe	294
age	74262
aged	3798
ageing	646
ageless	170
agencies	2674
agency	16192
agenda	5171
agendas	345
agent	58608
agents	14888
ages	13759
aggie	752
aggravate	321
aggravated	1231
aggravating	385
aggravation	396
aggregate	185
aggregor	123
aggression	2698
aggressive	7383
aggressively	775
aggressiveness	196
aggressor	359
aggressors	182
aggrieved	208
aggro	203
agh	4582
agha	648
aghast	126
aghh	204
agile	786
agility	497
agincourt	123
aging	1869
agitate	257
agitated	1904
agitating	150
agitation	568
agitator	241
agitators	224
aglow	179
agnes	5441
agnese	177
agneta	118
agnew	379
agni	119
agnieszka	218
agnostic	206
ago	229751
agog	121
agonies	178
agonising	157
agonized	157
agonizing	602
agony	3642
agora	182
agoraphobia	157
agoraphobic	142
agos	339
agostino	256
agra	378
agrabah	114
agrarian	184
agree	60716
agreeable	1249
agreed	35752
agreeing	2306
agreement	15659
agreements	1095
agrees	3865
agricultural	1593
agriculture	1952
agrippa	265
agrippina	361
aground	378
agua	345
aguilar	399
aguilera	454
aguirre	363
agustin	305
ah	242456
aha	6485
ahab	605
ahana	168
ahead	120295
ahem	7416
ahh	19459
ahhh	4023
ahhhh	925
ahhhhh	417
ahhhhhh	215
ahhhhhhh	150
ahi	222
ahjumma	730
ahjusshi	240
ahjussi	970
ahm	282
ahmad	906
ahmadi	165
ahmed	2289
ahmet	792
ahn	1791
ahold	2760
ahora	212
ahoy	1465
ahsoka	443
ai	3552
aic	120
aid	9965
aida	858
aidan	2310
aide	1583
aided	583
aiden	2137
aides	433
aiding	955
aids	5492
aight	220
aigoo	1952
aihara	170
aii	9323
aikawa	170
aiken	231
aikido	127
aiko	403
ail	138
aileen	220
ailing	573
ailment	548
ailments	427
ails	496
aim	12152
aime	371
aimed	2320
aimee	691
aiming	2864
aimless	268
aimlessly	517
aims	1161
ain	166551
ainhoa	152
aino	248
ainsley	321
aint	426
air	100137
airavatha	121
airbag	311
airbags	240
airbase	226
airbender	163
airbending	120
airborne	2162
airbrush	176
airbrushed	129
aircraft	7395
aircrafts	120
aired	805
aires	2070
airfare	190
airfield	1320
airfields	224
airflow	126
airforce	123
airhead	286
airing	621
airlift	266
airlifted	151
airline	2833
airliner	305
airlines	1921
airlock	981
airmail	136
airman	434
airmen	599
airplane	6520
airplanes	1924
airport	23293
airports	1191
airs	1036
airship	628
airships	115
airspace	745
airspeed	179
airstream	115
airstrip	571
airtight	884
airtime	170
airwaves	382
airway	1063
airways	707
airwolf	338
airy	399
aish	433
aisha	1229
aishwarya	211
aisle	3933
aisles	359
aitken	130
aitu	231
aix	118
aiya	144
aiyo	174
aizawa	179
aizu	197
aj	1477
aja	164
ajar	375
ajax	987
ajay	2494
ajin	180
ajit	349
ajju	146
ajob	574
ajoke	285
ajumma	227
ajusshi	181
ajussi	287
ak	579
aka	2090
akagi	255
akai	172
akan	148
akane	490
akari	219
akasaka	163
akash	641
akashi	341
akatsuki	196
akbar	1284
ake	628
akechi	233
akemi	502
akers	232
akhenaten	289
akhil	157
aki	1004
akiba	223
akihabara	141
akihiko	134
akiko	666
akin	465
akio	356
akira	1860
akita	329
akiyama	478
akka	145
akley	130
ako	305
akram	117
akron	335
aks	139
aksel	270
akshay	413
aku	540
al	26447
ala	389
alabama	2262
alabaster	286
alack	176
aladdin	899
aladin	141
alai	161
alaikum	700
alain	1450
alak	182
alam	138
alameda	279
alamein	156
alamo	804
alamos	220
alan	24104
alana	611
alanis	127
alarcon	144
alaric	521
alarm	27116
alarmed	1920
alarming	1192
alarmingly	159
alarmist	133
alarms	2540
alas	3967
alaska	3660
alaskan	518
alastair	427
alaykum	166
alba	1156
alban	282
albania	697
albanian	1021
albanians	419
albany	1077
albatross	665
albedo	144
albeit	667
albert	14140
alberta	610
alberti	142
albertine	189
alberto	2927
albertson	125
albie	427
albin	240
albino	713
albion	234
albizzi	142
albrecht	281
albright	700
album	10199
albums	1839
albuquerque	1017
alby	459
alcatraz	682
alcazar	197
alchemist	660
alchemists	276
alchemy	817
alcide	218
alcides	119
alcmene	118
alcohol	16625
alcoholic	4973
alcoholics	824
alcoholism	670
alcott	149
alcove	276
alda	230
alden	790
alder	231
alderman	964
aldo	1310
aldous	197
aldrich	338
aldridge	258
aldrin	364
ale	2815
alec	5058
aleck	270
aleena	134
aleikum	220
aleister	202
alejandra	338
alejandro	1494
alejo	123
alek	345
aleksandr	319
aleksei	153
aleksey	118
aleksi	118
alena	235
aleppo	219
alert	15747
alerted	1387
alerting	358
alerts	449
ales	152
alesha	131
alessandra	277
alessandro	584
alex	42710
alexa	1068
alexander	10001
alexandra	1915
alexandre	737
alexandria	1154
alexandrovich	156
alexei	1217
alexey	235
alexi	439
alexia	126
alexis	5734
alexx	688
aleykum	153
alf	3153
alfa	760
alfalfa	315
alfie	1767
alfio	116
alfons	118
alfonse	218
alfonso	1551
alfred	6211
alfredo	2117
algae	1172
algebra	1171
alger	116
algeria	1324
algerian	570
algerians	131
algernon	338
algiers	744
algo	179
algonquin	164
algorithm	2018
algorithms	708
algy	181
alhambra	191
ali	12691
alia	648
alias	2488
aliases	651
alibi	10141
alibied	132
alibis	982
alicante	117
alice	23311
alicia	7921
alien	17513
alienate	358
alienated	502
alienating	237
alienation	322
aliens	8506
alight	567
align	768
aligned	1007
aligning	176
alignment	873
alike	7933
alimony	1547
alina	619
aline	461
alisa	351
alise	205
alisha	410
alison	6801
alissa	365
alistair	2006
alittle	131
alive	122833
alix	158
aliya	148
alka	309
alkali	136
alkaline	174
all	3544700
alla	513
allah	6610
allahabad	150
allahu	495
allan	2642
allay	137
alle	190
allegation	797
allegations	2533
allege	149
alleged	2878
allegedly	1874
alleges	186
allegheny	119
allegiance	2271
allegiances	146
alleging	251
allegory	234
allegra	314
allegro	176
alleluia	330
allen	7667
allenbury	118
allenby	224
allende	486
allentown	125
allergic	5956
allergies	1859
allergy	1727
alles	251
alleviate	563
alley	10145
alleys	821
alleyway	625
alleyways	149
allez	641
alli	386
alliance	7944
alliances	911
allie	2188
allied	2727
allies	5846
alligator	1923
alligators	763
allison	7485
alliteration	116
allman	128
allo	432
allocate	209
allocated	410
allocation	230
allot	175
allotment	371
allotted	428
allow	42649
allowance	2955
allowances	483
allowed	43797
allowing	4806
allows	6229
alloy	747
alloys	177
allready	126
allright	2101
alls	185
alluded	138
alluding	122
allura	128
allure	488
alluring	556
allusion	126
allways	125
allworthy	119
ally	7195
allyson	358
alma	2492
almanac	330
almeida	571
almighty	6170
almond	1293
almonds	951
almost	148405
alms	955
almudena	203
alo	324
aloe	295
aloft	460
aloha	1298
alois	194
alok	139
alon	135
alone	240475
along	128220
alongside	4076
alonso	1523
alonzo	891
aloof	566
alopecia	117
alors	328
alot	831
aloud	1613
aloysius	276
alpaca	195
alpert	137
alpha	10093
alphabet	1725
alphabetical	492
alphabetically	270
alphabets	141
alphaff	399
alphahff	1414
alphas	337
alphonse	1240
alpine	715
alps	1458
already	287837
alright	116629
alrighty	708
als	509
alsace	189
alsatian	180
also	259803
alt	331
alta	154
altaf	118
altair	124
altar	4600
altars	173
alter	3663
alteration	350
alterations	520
altercation	830
altered	3115
altering	714
alternate	2500
alternating	495
alternative	7253
alternatively	222
alternatives	1129
alternator	230
alters	379
althea	489
although	36046
altimeter	188
altitude	3112
altitudes	226
altman	582
altmann	118
alto	699
altogether	5089
alton	432
altruism	248
altruistic	265
alucard	184
alum	241
aluminium	462
aluminum	1678
alumni	1015
alumnus	144
alva	342
alvarado	351
alvarez	1668
alvaro	661
alves	115
alvey	397
alvi	145
alvin	2827
alvis	132
alvo	114
alway	180
always	503417
alwyn	131
aly	297
alyce	148
alyona	165
alyosha	508
alys	124
alyson	259
alyssa	1053
alzate	141
alzheimer	2014
am	785830
ama	606
amaar	890
amadeo	150
amadeus	283
amado	142
amador	438
amaia	119
amal	322
amalfi	166
amalgam	153
amalgamated	145
amalia	695
amamiya	192
aman	924
amanda	17189
amane	254
amano	175
amantha	182
amar	1625
amara	450
amaretto	138
amarillo	293
amaro	413
amaru	187
amass	180
amassed	362
amassing	177
amateur	5285
amateurish	236
amateurs	1917
amato	226
amaya	473
amaze	1206
amazed	4383
amazement	447
amazes	557
amazing	80267
amazingly	1830
amazon	2984
amazonian	207
amazons	528
ambar	150
ambassador	9480
ambassadors	829
amber	8866
amberle	149
amberson	196
ambiance	314
ambidextrous	140
ambien	299
ambience	509
ambient	617
ambiguity	351
ambiguous	712
ambition	5633
ambitions	2084
ambitious	4842
ambivalence	146
ambivalent	255
ambo	229
amboy	138
ambrose	1550
ambrosia	480
ambu	187
ambulance	17637
ambulances	739
ambush	4397
ambushed	1765
ambushes	176
ambushing	161
amc	219
ame	364
amedeo	209
amelia	4545
amelie	348
amen	17429
amenable	282
amend	552
amended	321
amendment	2685
amendments	288
amends	2181
amenhotep	177
amenities	424
amer	122
america	59703
american	62835
americana	305
americano	421
americans	18614
americas	831
amerigo	120
ames	1840
amethyst	645
amex	174
amherst	144
ami	1721
amiable	353
amicable	385
amicably	235
amid	855
amida	152
amidala	139
amidst	1221
amie	156
amiens	134
amiga	398
amigo	2581
amigos	963
amin	573
amina	316
aminata	117
amino	467
amir	1517
amira	363
amis	305
amish	1143
amiss	790
amit	689
amita	358
amitabh	315
amitabha	312
amity	138
amjad	559
amma	339
amman	183
ammi	152
ammo	3420
ammonia	986
ammonium	330
ammu	198
ammunition	4134
amnesia	2436
amnesiac	176
amnesty	1370
amnio	126
amniotic	241
amo	347
amoeba	206
amok	450
amon	290
among	33190
amongst	8659
amor	908
amoral	198
amore	571
amorous	559
amory	162
amos	2130
amount	25945
amounted	282
amounting	115
amounts	3916
amour	580
amp	1173
amparo	177
amped	313
amphetamine	269
amphetamines	436
amphibian	242
amphibians	277
amphibious	325
amphitheater	188
amphitheatre	126
amphora	171
ample	1218
amplification	128
amplified	618
amplifier	406
amplifiers	123
amplifies	128
amplify	410
amplitude	142
amply	169
amps	365
amputate	560
amputated	492
amputation	533
amputations	120
amputee	144
amrita	353
amritsar	231
ams	244
amsterdam	3309
amtrak	178
amuck	155
amulet	1758
amulets	296
amun	169
amundsen	160
amuse	1853
amused	1588
amusement	2629
amusements	145
amuses	518
amusing	4932
amy	31193
amygdala	208
an	1449181
ana	6209
anabel	174
anabelle	143
anabolic	122
anaconda	416
anaesthesia	201
anaesthetic	561
anaesthetist	133
anagram	331
anaheim	272
anais	182
anakin	599
anal	1993
analog	331
analogies	144
analogue	184
analogy	1039
analyse	712
analysed	527
analyses	247
analysing	316
analysis	8765
analyst	1751
analysts	603
analytical	386
analyze	2619
analyzed	1708
analyzer	249
analyzes	143
analyzing	1321
anamika	279
anand	1379
ananda	125
ananya	128
anaphylactic	303
anaphylaxis	134
anarchist	1143
anarchists	718
anarchy	1655
anarkali	171
anasazi	213
anastasia	886
anastomosis	114
anata	305
anathema	168
anatole	266
anatoli	156
anatolia	211
anatoly	450
anatomical	317
anatomically	247
anatomy	2306
anbu	167
anc	198
ancestor	1942
ancestors	8368
ancestral	1151
ancestry	564
anchor	4693
anchorage	503
anchored	647
anchoring	129
anchorman	237
anchors	554
anchovies	722
anchovy	294
ancient	27510
ancients	1210
ancillary	128
and	10572938
anda	189
andale	228
andalusia	205
andalusian	138
ander	148
anders	2917
andersen	774
anderson	7602
andersons	115
andersson	434
anderton	210
andes	755
andhra	334
andi	1656
andiamo	206
andie	1102
ando	457
andonof	166
andorian	131
andover	156
andrade	167
andras	120
andre	6129
andrea	7506
andreas	1944
andrei	1692
andrej	269
andreotti	120
andres	935
andretti	124
andrew	15748
andrews	3218
andrey	464
androgynous	149
android	800000
androids	460
andromeda	1500
andros	462
andrzej	292
ands	217
andthe	139
andy	24822
andyou	129
ane	234
anecdotal	151
anecdote	420
anecdotes	315
anemia	552
anemic	413
anemone	168
anemones	124
anesthesia	1224
anesthesiologist	319
anesthetic	1002
anesthetics	117
anesthetized	122
anette	167
aneurism	117
aneurysm	1259
anew	1225
anezka	144
ang	586
angad	182
ange	1056
angel	33922
angela	13848
angeles	11974
angelic	683
angelica	1728
angelika	242
angelina	1663
angeline	135
angelique	589
angelo	3989
angels	11121
angelus	528
anger	17258
angered	606
angers	201
angie	5913
angina	304
angio	154
angiogram	175
angioplasty	119
angkor	289
anglais	181
angle	10724
angled	210
angler	195
anglers	145
angles	2370
anglia	215
anglican	236
angling	381
anglo	178
angola	528
angora	140
angrier	595
angrily	944
angry	58748
angst	483
anguish	1789
anguished	266
angular	318
angus	2357
angustias	116
angy	170
ani	448
ania	357
anibal	319
anika	487
aniki	216
anil	313
anima	156
animal	38036
animalistic	159
animals	38518
animate	227
animated	1142
animation	1935
animator	165
animators	235
anime	447
animosity	583
animus	180
anise	204
aniston	193
anita	4057
anja	558
anjali	1710
anjou	205
anju	452
anka	411
ankara	601
anker	268
ankh	130
ankita	151
ankle	5622
ankles	2341
anklet	524
anklets	595
ann	11776
anna	28373
annabel	1023
annabella	143
annabelle	1337
annabeth	652
annalise	1003
annals	346
annapolis	372
annas	255
anne	16062
anneli	157
annelise	121
annenberg	264
annette	1701
annex	756
annexation	162
annexed	177
anni	388
annie	20794
annihilate	859
annihilated	724
annihilating	139
annihilation	846
annika	1059
anniversaries	314
anniversary	12069
announce	7978
announced	5925
announcement	7759
announcements	960
announcer	18839
announces	777
announcing	1846
annoy	2439
annoyance	399
annoyed	3828
annoying	11467
annoyingly	224
annoys	917
annual	5474
annually	372
annuity	176
annul	202
annulled	466
annulment	735
annum	119
anny	177
ano	350
anoint	320
anointed	654
anointing	127
anokhi	129
anomalies	1074
anomalous	297
anomaly	2032
anon	344
anonymity	799
anonymous	7582
anonymously	855
anorexia	254
anorexic	359
another	365421
anouk	202
ans	604
ansari	259
ansel	275
anselm	152
anselmo	485
anson	653
anspaugh	280
answer	134088
answerable	292
answered	11431
answering	12168
answerphone	193
answers	22116
ant	3888
antacid	198
antagonism	167
antagonist	122
antagonistic	181
antagonize	309
antagonizing	126
antar	127
antara	148
antarctic	834
antarctica	1481
antares	188
ante	1117
anteater	199
antek	135
antelope	729
antelopes	141
antenna	1860
antennae	370
antennas	345
anterior	574
antero	147
anthea	167
anthem	1831
anthill	350
anthology	135
anthony	11504
anthrax	973
anthropological	176
anthropologist	586
anthropologists	168
anthropology	640
anti	841
antiaircraft	148
antibacterial	126
antibiotic	611
antibiotics	2589
antibodies	647
antibody	219
antichrist	679
anticipate	1723
anticipated	2148
anticipating	782
anticipation	1527
antics	749
antidepressant	213
antidepressants	685
antidote	3630
antifreeze	317
antigen	117
antigone	221
antigravity	156
antigua	209
antihistamine	161
antimatter	817
antioch	252
antioxidants	127
antiquated	408
antique	3870
antiques	1975
antiquing	132
antiquities	626
antiquity	558
antiseptic	417
antisocial	591
antithesis	137
antitoxin	134
antivirus	132
antler	208
antlers	646
anto	191
antoine	3964
antoinette	928
anton	4760
antone	151
antoni	153
antonia	1212
antonietta	123
antonin	141
antonio	8477
antonioni	124
antonius	136
antonov	162
antony	1768
ants	4591
antsy	398
antti	328
antwerp	521
antwon	389
anu	1436
anubis	697
anuj	221
anunnaki	138
anus	1193
anusha	120
anushka	282
anvil	511
anwar	1015
anxieties	439
anxiety	5432
anxious	9354
anxiously	616
any	767968
anya	1859
anybody	112582
anyhoo	396
anyhow	6523
anymore	146903
anyone	228332
anyplace	1618
anyth	149
anythin	179
anything	640206
anytime	13761
anyway	166702
anyways	6926
anywhere	65981
anywho	157
anzio	148
ao	398
aoe	141
aoi	594
aoki	544
aol	168
aomori	162
aorta	915
aortic	460
aoshima	121
aoyagi	194
aoyama	437
ap	1140
apa	148
apache	1660
apaches	760
apart	42417
apartheid	397
apartment	52714
apartments	3371
apathetic	258
apathy	426
apb	1375
ape	3834
aperitif	296
aperture	237
apes	2016
apeshit	135
apex	602
aphasia	174
aphids	187
aphrodisiac	708
aphrodisiacs	125
aphrodite	809
apiece	1558
aplenty	162
apnea	213
apo	205
apocalypse	2859
apocalyptic	453
apollo	4390
apologetic	301
apologies	7679
apologise	6701
apologised	440
apologises	114
apologising	493
apologize	35587
apologized	2525
apologizes	485
apologizing	2753
apology	11723
apophis	504
apos	741
apostate	117
apostle	632
apostles	784
apostolic	168
apostrophe	201
apothecary	350
app	900000
appa	473
appalachian	204
appalled	888
appalling	1738
appallingly	114
apparatus	1353
apparel	534
apparent	3257
apparently	38705
apparition	591
apparitions	284
appartment	276
appeal	9647
appealed	910
appealing	2154
appeals	1675
appear	21449
appearance	9341
appearances	2889
appeared	11306
appearing	2210
appears	19313
appease	662
appeased	192
appeasement	162
appellate	227
appendage	238
appendages	136
appendectomy	261
appendicitis	629
appendix	1465
appetit	794
appetite	6828
appetites	588
appetizer	951
appetizers	1128
appetizing	316
applaud	1876
applauded	484
applauding	3218
applauds	773
applause	40194
apple	16192
applebee	304
appleby	442
applegate	178
applejack	571
apples	5914
applesauce	378
appleton	315
appliance	630
appliances	977
applicable	307
applicant	467
applicants	721
application	7420
applications	2030
applied	5987
applies	2041
apply	10970
applying	2766
appoint	1870
appointed	4618
appointing	369
appointment	20930
appointments	2600
appoints	128
appraisal	477
appraise	164
appraised	255
appraiser	205
appreciate	51258
appreciated	4090
appreciates	1587
appreciating	414
appreciation	3205
appreciative	605
apprehend	1035
apprehended	1310
apprehending	181
apprehension	560
apprehensive	486
apprentice	2596
apprenticed	117
apprentices	335
apprenticeship	471
apprised	360
approach	16374
approachable	219
approached	4557
approaches	3169
approaching	14768
appropriate	9500
appropriated	210
appropriately	765
appropriation	166
appropriations	281
approval	6165
approvals	126
approve	7918
approved	5475
approves	605
approving	282
approx	119
approximate	607
approximately	5707
approximation	224
apps	400000
appu	209
appy	179
apricot	574
apricots	294
april	18608
apron	2487
aprons	382
apropos	228
apt	1124
aptitude	552
aptly	256
apu	492
aqua	915
aqualad	183
aquaman	611
aquarium	1591
aquarius	553
aquatic	511
aqueduct	452
